"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PDPK1",-0.239166051278604,3.94553974717017,-2.23423671405766,0.0294717494788152,0.964363620971626,-3.67268678856974
"PPP2R1A",-0.287394445041243,4.5854144798415,-2.23137787430374,0.0296715406765924,0.964363620971626,-3.67588275014443
"REXO1",0.287471222246614,4.43181148436639,2.23087061723857,0.0297071152064609,0.964363620971626,-3.67644949896881
"RORA",-0.300313167427962,3.34844365996457,-2.22968902015172,0.0297901280588639,0.964363620971626,-3.67776929486746
"SMLR1",-0.322171535006808,3.41056217124863,-2.22946821383155,0.0298056634511451,0.964363620971626,-3.67801586750428
"NLGN2",-0.280300423133375,3.82845849255304,-2.22794946746474,0.0299127126462756,0.964363620971626,-3.67971133539131
"USP43",0.371238160368236,2.99175476248381,2.22726769703214,0.029960877665434,0.964363620971626,-3.68047215047133
"SCGB3A1",0.284950380958924,3.68888173231557,2.22719095708947,0.029966303394196,0.964363620971626,-3.68055777655442
"H2AP",0.43340692205492,2.82542873030437,2.22643172391607,0.030020030056695,0.964363620971626,-3.68140480435982
"EFNB1",-0.255164820554799,4.80919291732811,-2.22330132139425,0.0302424499589391,0.964363620971626,-3.68489486846366
"RPRD2",-0.297189853049413,4.08354986463083,-2.2217082015701,0.0303562008528239,0.964363620971626,-3.68666958859885
"VPS35L",-0.257205970825429,4.35887758454562,-2.22067521505556,0.0304301590294017,0.964363620971626,-3.68781980682738
"TEX22",-0.344647337921479,3.31075475078773,-2.21879656786215,0.0305650709647925,0.964363620971626,-3.68991061151495
"PLD2",-0.300123998969428,3.89572664451028,-2.21790877486414,0.0306290096884885,0.964363620971626,-3.6908981936782
"ZEB2",-0.212101520137344,5.24118172575455,-2.21677327831263,0.0307109598675929,0.964363620971626,-3.69216088158817
"FZD7",-0.365378511490237,3.33824782369428,-2.21661724248429,0.0307222362603107,0.964363620971626,-3.6923343569843
"MCRIP2",0.284688172922198,4.53058769200335,2.21617941262657,0.0307538968314345,0.964363620971626,-3.6928210716989
"C20orf194",-0.377806892602791,3.45826156742244,-2.21602203258559,0.0307652844021372,0.964363620971626,-3.69299600568431
"TGM2",-0.254053145800479,5.15722127996344,-2.2147063132504,0.0308606316426123,0.964363620971626,-3.69445810695027
"DLL3",-0.463711821118308,3.39370671325713,-2.21459546758304,0.0308686762653932,0.964363620971626,-3.69458125456849
"NDRG2",-0.262234171922206,4.92665111387176,-2.21450070753756,0.0308755549400024,0.964363620971626,-3.69468652760312
"TMEM120B",-0.264921180054667,3.56678103626954,-2.21366003425101,0.0309366389855995,0.964363620971626,-3.69562031711583
